,Label1,Label2,Count_normalized
8720,Glycosyltransferase Family 4,Periplasmic binding protein domain,1.61
19104,7TM receptor with intracellular HD hydrolase,Ankyrin repeats (3 copies),1.61
366,"Bacterial regulatory helix-turn-helix protein, lysR family",Mga helix-turn-helix domain,1.95
375,LysR substrate binding domain,Mga helix-turn-helix domain,1.95
4655,BspA type Leucine rich repeat region (6 copies),Immunoglobulin domain,2.48
19212,T5orf172 domain,"Zinc finger, C2H2 type",1.1
11695,HAD-hyrolase-like,Thioesterase superfamily,1.1
10314,Bacterial Ig-like domain,Leucine Rich Repeat,2.48
10297,Bacterial trigger factor protein (TF) C-terminus,MCM P-loop domain,1.61
10299,Bacterial trigger factor protein (TF) C-terminus,MCM OB domain,1.61
2866,Alpha-L-rhamnosidase N-terminal domain,Domain of unknown function (DUF5110),1.61
2886,Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain,Domain of unknown function (DUF5110),1.61
7643,AMIN domain,LysM domain,1.95
363,"Bacterial regulatory helix-turn-helix protein, lysR family",HTH domain,2.48
372,HTH domain,LysR substrate binding domain,2.48
728,Surface adhesin CshA repetitive domain,"Terminase large subunit, T4likevirus-type, N-terminal",1.1
119,Bacterial Ig-like domain (group 2),Divergent InlB B-repeat domain,3.09
114,"Lactonase, 7-bladed beta-propeller",SusD family,1.61
107,"Lactonase, 7-bladed beta-propeller",Starch-binding associating with outer membrane,1.61
1379,S-layer homology domain,Thioredoxin,2.2
13301,Calcineurin-like phosphoesterase superfamily domain,IrrE N-terminal-like domain,1.61
10735,C-terminal domain on Strawberry notch homologue,Regulatory subunit of type II PKA R-subunit,1.1
8870,Anti-CBASS protein Acb1-like,phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease1,1.1
1808,"Glycosyl hydrolase family 20, catalytic domain","Prolyl oligopeptidase, N-terminal beta-propeller domain",1.1
1809,"Glycosyl hydrolase family 20, domain 2","Prolyl oligopeptidase, N-terminal beta-propeller domain",1.1
18073,7 transmembrane sweet-taste receptor of 3 GCPR,Protein of unknown function (DUF2927),1.1
10741,P-loop containing NTP hydrolase pore-1,Regulatory subunit of type II PKA R-subunit,1.1
6555,Aerotolerance regulator N-terminal,TAT (twin-arginine translocation) pathway signal sequence,1.1
18071,7 transmembrane sweet-taste receptor of 3 GCPR,Matrixin,1.1
9184,Heterokaryon incompatibility protein Het-C,Large polyvalent protein associated domain 25,1.1
2671,C2H2-type zinc finger,Family of unknown function (DUF6075),1.1
9185,Large polyvalent protein associated domain 25,PAAR motif,1.1
5438,Helix-turn-helix domain of resolvase,Recombinase zinc beta ribbon domain,1.95
13765,Fibronectin type III domain,"Rhamnogalacturonan lyase family 11, C-terminal domain",1.61
10698,Cch helix turn helix domain,Winged helix-turn-helix DNA-binding,1.61
2161,DEAD/DEAH box helicase,SNF2-related domain,3.14
14407,Helicase associated domain,Pentatricopeptide repeat domain,1.1
99,Haemolysin-type calcium binding protein related domain,Peptidase family M23,1.61
1358,Concanavalin A-like lectin/glucanases superfamily,Listeria-Bacteroides repeat domain (List_Bact_rpt),2.83
14110,Glycosyltransferase Family 4,Regulator of RNA terminal phosphate cyclase,1.39
14395,Domain of unknown function (DUF6359),Sulfatase-modifying factor enzyme 1,1.61
17529,Ankyrin repeat,Mechanosensitive ion channel inner membrane domain 1,1.61
17528,Ankyrin repeat,Mechanosensitive ion channel porin domain,1.61
12452,DNA gyrase B,S1 RNA binding domain,1.61
5095,"Bifunctional DNA primase/polymerase, N-terminal",Protein of unknown function (DUF3991),1.95
2581,Family of unknown function (DUF6291),SEC-C motif,1.1
2579,"Bacterial extracellular solute-binding protein, family 7",SEC-C motif,1.1
2039,Glycosyl hydrolases family 31 TIM-barrel domain,NlpC/P60 family,1.95
13801,Peptidase family M23,Protein of unknown function (DUF1002),1.39
13802,Peptidase family M23,WG containing repeat,1.39
4740,DeoR-like helix-turn-helix domain,DnaB-helicase binding domain of primase,1.61
17252,"Bacterial regulatory proteins, gntR family",MULE transposase domain,1.79
3961,CHASE3 domain,PAS domain,2.48
3575,Glycosyl hydrolases family 2,"Membrane-bound lytic murein transglycosylase C, N-terminal domain",1.95
13311,Fibronectin binding repeat,Outer membrane usher protein,1.1
15080,Outer membrane usher protein,PNMA,1.1
12239,Biotin/lipoate A/B protein ligase family,DNA gyrase B,1.61
8466,Domain of unknown function (DUF1287),N-acetylmuramoyl-L-alanine amidase,1.61
18602,Domain of unknown function (DUF4113),impB/mucB/samB family,1.39
3928,"Diguanylate cyclase, GGDEF domain","Sigma-54 factor, Activator interacting domain (AID)",2.4
3927,"Diguanylate cyclase, GGDEF domain","Sigma-54, DNA binding domain",2.4
3929,"Diguanylate cyclase, GGDEF domain","Sigma-54 factor, core binding domain",2.4
18612,FNIP Repeat,Leucine rich repeat,1.39
18611,F-box domain,Leucine rich repeat,1.39
19327,"Ribosomal protein TL5, C-terminal domain",UTRA domain,1.39
19333,Ribosomal L25p family,UTRA domain,1.39
5059,Domain of unknown function (DUF2341),Spy0128-like isopeptide containing domain,1.61
2477,G5 domain,Type II transport protein GspH,1.61
7538,Hydrazine synthase alpha subunit middle domain,O-Glycosyl hydrolase family 30,1.61
7671,HAMP domain,HTH domain found in ParB protein,3.76
4014,CARDB,PKD domain,2.2
9359,E1-E2 ATPase,PAS domain,3.0
5707,"Uncharacterised 5xTM membrane BCR, YitT family COG1284",YetF N-terminal transmembrane domain,1.1
4467,Penicillin-binding Protein dimerisation domain,Transglycosylase,1.39
2605,ACT domain,"BT4734-like, N-terminal domain",1.39
2807,AAA domain,FtsK alpha domain,2.08
2262,Atrophied bacterial Ig domain,F5/8 type C domain,2.08
4836,Domain of unknown function (DUF4129),SseB protein C-terminal domain,1.1
15537,ABC-2 family transporter protein,Replicase family,1.1
14325,HipA-like C-terminal domain,MaoC like domain,1.61
14330,HipA N-terminal domain,MaoC like domain,1.61
4745,CBS domain,DeoR-like helix-turn-helix domain,1.79
6172,Homeodomain-like domain,Putative transposase DNA-binding domain,2.2
1665,Domain of unknown function (DUF6531),von Willebrand factor type A domain,1.95
11212,Aminotransferase class I and II,N-6 DNA Methylase,1.61
14446,DNA ligase N terminus,Toprim domain,1.61
18141,Double zinc ribbon domain,Sterol carrier protein domain,1.1
9120,"Copper binding proteins, plastocyanin/azurin family",Passenger-associated-transport-repeat,1.79
14908,"Bifunctional DNA primase/polymerase, N-terminal",Poxvirus D5 protein-like,2.2
6285,PcrA/UvrD tudor domain,UvrD-like helicase C-terminal domain,1.61
9328,"Exonuclease VII, large subunit",UvrD-like helicase C-terminal domain,1.61
8308,Cold shock domain,"Schlafen, AlbA_2",1.79
19871,TnsA endonuclease C terminal,TrkA-N domain,1.61
19869,TnsA-like endonuclease N terminal,TrkA-N domain,1.61
7743,BlaR1 peptidase M56,Histidine kinase,1.79
6713,Competence protein,"Sigma-70 factor, region 1.2",1.79
6714,Domain of unknown function (DUF4131),"Sigma-70 factor, region 1.2",1.79
13455,PLD-like domain,SWI2/SNF2 ATPase,1.39
13453,PLD-like domain,"Type I restriction enzyme HindI endonuclease subunit-like, C-terminal",1.39
13630,Recombination protein O C terminal,Reverse transcriptase (RNA-dependent DNA polymerase),2.4
13629,Recombination protein O N terminal,Reverse transcriptase (RNA-dependent DNA polymerase),2.4
2023,Bacterial dipeptidyl-peptidase Sh3 domain,Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain,1.61
5742,"Aminoglycoside adenylyltransferase, C-terminal domain",Mga helix-turn-helix domain,1.39
13976,Glycosyl hydrolases family 11,"Linear amide C-N hydrolases, choloylglycine hydrolase family",1.61
20306,Glutamine amidotransferase class-I,"Pyridoxal-dependent decarboxylase, pyridoxal binding domain",1.1
20307,Molydopterin dinucleotide binding domain,"Pyridoxal-dependent decarboxylase, pyridoxal binding domain",1.1
20303,Molydopterin dinucleotide binding domain,"Pyridoxal-dependent decarboxylase, C-terminal sheet domain",1.1
20302,Glutamine amidotransferase class-I,"Pyridoxal-dependent decarboxylase, C-terminal sheet domain",1.1
8347,HTH domain,MarR family,1.95
1933,Carbohydrate binding module (family 6),Putative cell wall binding repeat,2.4
4158,S-layer homology domain,Transglutaminase-like superfamily,2.4
5195,"Helix-turn-helix domain, rpiR family",Putative ATP-dependent DNA helicase recG C-terminal,1.79
9586,HEAT repeats,TPR repeat,1.61
19045,Ankyrin repeats (3 copies),"Archaeal MCM, winged-helix",1.39
13767,"Rhamnogalacturonan lyase family 11, C-terminal domain",Secretion system C-terminal sorting domain,1.79
18866,NAD(P)-binding Rossmann-like domain,Nucleotide-binding C-terminal domain,1.1
19317,CRISPR-associated protein (Cas_Csy2),"Phosphoserine phosphatase RsbU, N-terminal domain",1.1
19116,Domain of unknown function (DUF4219),Retrotransposon gag protein,1.1
10745,P-loop containing NTP hydrolase pore-1,"Phosphoserine phosphatase RsbU, N-terminal domain",1.1
10739,C-terminal domain on Strawberry notch homologue,"Phosphoserine phosphatase RsbU, N-terminal domain",1.1
13175,Double-stranded DNA-binding domain,PBS lyase HEAT-like repeat,1.1
13170,PBS lyase HEAT-like repeat,Radial spoke protein 3,1.1
18867,NAD(P)-binding Rossmann-like domain,Sugar-binding N-terminal domain,1.1
1859,N-terminal phage replisome organiser (Phage_rep_org_N),ROS/MUCR transcriptional regulator protein,1.1
215,Bacterial Ig-like domain (group 2),"Putative binding domain, N-terminal",2.48
9945,Glycerophosphoryl diester phosphodiesterase family,NADH:flavin oxidoreductase / NADH oxidase family,1.1
13883,HYR domain,PKD-like domain,1.79
5662,ABC transporter transmembrane region,"CDC6, C terminal winged helix domain",2.08
3653,Helix-turn-helix,"Type II secretion system (T2SS), protein L",1.61
7627,NlpC/P60 family,"Polysaccharide lyase family 8, N terminal alpha-helical domain",1.61
7628,NlpC/P60 family,"Polysaccharide lyase family 8, super-sandwich domain",1.61
7626,NlpC/P60 family,"Polysaccharide lyase family 8, C-terminal beta-sandwich domain",1.61
6942,Domain of unknown function (DUF4220),GAF domain,2.56
6943,GAF domain,"Protein of unknown function, DUF594",2.56
5228,"C-terminal, D2-small domain, of ClpB protein",Ribosomal protein S4/S9 N-terminal domain,1.39
14450,Toprim domain,tRNA synthetase B5 domain,1.61
14449,Phenylalanyl tRNA synthetase beta chain CLM domain,Toprim domain,1.61
887,C-5 cytosine-specific DNA methylase,Toprim domain,1.61
6125,Putative ATP-dependent DNA helicase recG C-terminal,Toprim-like,2.3
6632,LapD/MoxY periplasmic domain,"SbcC/RAD50-like, Walker B motif",1.61
8569,16S rRNA methyltransferase RsmB/F,"Alanine dehydrogenase/PNT, N-terminal domain",1.1
12517,ATP-grasp domain,DsrE/DsrF/DrsH-like family,1.1
18205,Common central domain of tyrosinase,Vault protein inter-alpha-trypsin domain,1.1
12518,CoA binding domain,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain",1.1
7211,Outer membrane efflux protein,"Threonine/Serine exporter, ThrE",1.1
8539,Ammonium Transporter Family,Serine dehydratase alpha chain,1.1
12513,ATP-grasp domain,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain",1.1
12527,DsrE/DsrF/DrsH-like family,Succinyl-CoA ligase like flavodoxin domain,1.1
12523,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain",Succinyl-CoA ligase like flavodoxin domain,1.1
12522,CoA binding domain,DsrE/DsrF/DrsH-like family,1.1
18204,Polyphenol oxidase middle domain,Vault protein inter-alpha-trypsin domain,1.1
8568,16S rRNA methyltransferase RsmB/F,"Alanine dehydrogenase/PNT, C-terminal domain",1.1
7210,Outer membrane efflux protein,Putative threonine/serine exporter,1.1
3993,Region found in RelA / SpoT proteins,ThiF family,1.1
8363,Putative threonine/serine exporter,Type IV leader peptidase family,1.1
8369,Bacterial Peptidase A24 N-terminal domain,"Threonine/Serine exporter, ThrE",1.1
8368,"Threonine/Serine exporter, ThrE",Type IV leader peptidase family,1.1
8364,Bacterial Peptidase A24 N-terminal domain,Putative threonine/serine exporter,1.1
7215,Outer membrane efflux protein,Type IV leader peptidase family,1.1
7216,Bacterial Peptidase A24 N-terminal domain,Outer membrane efflux protein,1.1
12064,Beta-propeller repeat,NHL repeat,1.39
11223,"5'-nucleotidase, C-terminal domain",Protein kinase domain,1.95
9764,Dynamin-like helical domain,LAGLIDADG-like domain,1.39
12472,DNA gyrase B,RNB domain,1.61
10521,AMP-binding enzyme C-terminal domain,Pyridine nucleotide-disulphide oxidoreductase,1.61
13435,DDE superfamily endonuclease,Transposase protein,1.1
4719,DeoR C terminal sensor domain,PP-loop family,1.61
4025,Putative transposase DNA-binding domain,Transposase,2.77
16964,"AAA domain, putative AbiEii toxin, Type IV TA system",STAS domain,1.39
15720,Flagellar hook capping protein - N-terminal region,"Galactose oxidase, central domain",1.1
15723,FlgD Tudor-like domain,"Galactose oxidase, central domain",1.1
1132,Listeria-Bacteroides repeat domain (List_Bact_rpt),SdrD B-like domain,2.4
8868,Large polyvalent protein-associated domain 3,phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease1,1.1
15196,Acetyltransferase (GNAT) domain,Insulinase (Peptidase family M16),1.61
9137,Deacetylase PdaC,Family of unknown function (DUF6049),1.1
19484,Domain of unknown function (DUF4153),Polysaccharide biosynthesis protein,1.1
9139,Family of unknown function (DUF6049),Protein of unknown function (DUF3298),1.1
15442,"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus",Polysaccharide biosynthesis protein,1.1
19754,F420H(2)-dependent quinone reductase,Proton-conducting membrane transporter,1.1
10230,Cytidylyltransferase-like,Domain of unknown function (DUF4143),1.79
7456,FlgD Ig-like domain,Secretion system C-terminal sorting domain,2.64
5377,"Bacterial regulatory proteins, lacI family",Glycosyltransferase GT-D fold,1.61
3795,"Bacterial regulatory helix-turn-helix protein, lysR family",TrkA-C domain,2.2
3791,LysR substrate binding domain,TrkA-C domain,2.2
12388,Glycosyl-hydrolase 97 N-terminal,N-acetylmuramoyl-L-alanine amidase,1.61
8070,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",Glycosyl transferase 4-like,1.1
3108,SWIM zinc finger,"Terminase large subunit, endonuclease domain",1.1
3109,SWIM zinc finger,"Terminase large subunit, ATPase domain",1.1
8072,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",Glycosyl transferase 4-like,1.1
12476,FAD dependent oxidoreductase,Glycosyltransferase Family 4,1.61
6696,C-terminal repeat of topoisomerase,"DNA polymerase III delta subunit, C-terminal domain",1.39
8850,FIVAR domain,"Glycosyl hydrolases family 2, TIM barrel domain",2.3
6858,"Bifunctional DNA primase/polymerase, N-terminal",RimP N-terminal domain,1.61
9759,"Bifunctional DNA primase/polymerase, N-terminal",Dynamin-like helical domain,1.61
6866,"Bifunctional DNA primase/polymerase, N-terminal",RimP C-terminal SH3 domain,1.61
7632,Calcineurin-like phosphoesterase,LysM domain,2.2
16818,CotH kinase protein,Outer membrane usher protein,1.61
12569,Bacterial adhesion/invasion protein N terminal,Leucine rich repeat,1.61
5873,LysM domain,PDZ domain,2.08
1734,Crp-like helix-turn-helix domain,IrrE N-terminal-like domain,1.95
8876,PKD domain,S-layer homology domain,2.71
13754,"Bacterial regulatory helix-turn-helix protein, lysR family",Cupin,1.61
13751,Cupin,LysR substrate binding domain,1.61
2755,"Bacterial extracellular solute-binding proteins, family 3",EAL domain,2.71
135,BspA type Leucine rich repeat region (6 copies),Leucine Rich repeats (2 copies),2.83
8635,Four helix bundle sensory module for signal transduction,Single Cache domain 2,1.61
555,ATP-dependent protease La (LON) substrate-binding domain,Cytidylyltransferase-like,1.1
557,Cytidylyltransferase-like,Lon protease (S16) C-terminal proteolytic domain,1.1
10942,P22_AR N-terminal domain,Winged helix-turn-helix DNA-binding,1.39
6735,Bacterial Ig-like domain,S-layer homology domain,2.56
9360,PAS domain,haloacid dehalogenase-like hydrolase,3.0
14917,Bacteriophage CI repressor helix-turn-helix domain,Protein of unknown function (DUF2442),1.1
938,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,Oxidoreductase NAD-binding domain,1.1
14911,Bacteriophage CI repressor helix-turn-helix domain,Domain of unknown function (DUF4160),1.1
946,FAE1/Type III polyketide synthase-like protein,PepSY-associated TM region,1.1
939,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,PepSY-associated TM region,1.1
945,FAE1/Type III polyketide synthase-like protein,Oxidoreductase NAD-binding domain,1.1
13667,PucR C-terminal helix-turn-helix domain,Replicase family,1.1
13560,NAD-dependent DNA ligase C4 zinc finger domain,Threonyl and Alanyl tRNA synthetase second additional domain,1.1
17624,CRISPR-associated protein NE0113 (Cas_NE0113),Peptidase S24-like,1.61
9421,Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat,Leucine rich repeat N-terminal domain,1.95
5302,ABC transporter transmembrane region,Helix-hairpin-helix motif,2.2
6655,"Galactose oxidase-like, Early set domain",Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,1.61
6667,Glyoxal oxidase N-terminus,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,1.61
13345,Haemagglutinin repeat,Right handed beta helix region,1.61
