,Unnamed: 0,Label1,Label2,Count,Total_Label_1,Total_Label_2,p_value,p_value_fdr,Count_normalized
9780,9780,Bacterial Ig-like domain (group 3),Glycosyl hydrolases family 43,6,275,194,9.45338019944512e-07,5.857582930294477e-06,1.95
17757,17757,Fibrobacter succinogenes major domain (Fib_succ_major),Ig-like domain CHU_C associated,4,102,119,9.508407129011408e-07,5.889914146392118e-06,1.61
14191,14191,Haloacid dehalogenase-like hydrolase,PrmC N-terminal domain,2,43,6,9.5274013124989e-07,5.898146016123945e-06,1.1
11694,11694,Haloacid dehalogenase-like hydrolase,Thioesterase superfamily,2,43,6,9.5274013124989e-07,5.898146016123945e-06,1.1
6289,6289,AraC-like ligand binding domain,Histidine kinase-like ATPase domain,4,207,59,9.533583758215996e-07,5.900206865268846e-06,1.61
13466,13466,Peptidase M16 inactive domain,Reverse transcriptase-like,4,98,124,9.54821570937033e-07,5.907494201754946e-06,1.61
12180,12180,Protein kinase domain,Trypsin-like peptidase domain,8,773,161,9.55483909724422e-07,5.90982375153212e-06,2.2
9713,9713,"Bacterial regulatory proteins, lacI family",Zinc-binding dehydrogenase,5,405,72,9.572301167102292e-07,5.917084341769033e-06,1.79
9714,9714,Alcohol dehydrogenase GroES-like domain,"Bacterial regulatory proteins, lacI family",5,72,405,9.572301167102296e-07,5.917084341769033e-06,1.79
9851,9851,Carbohydrate binding module (family 6),Glycosyl hydrolases family 43,5,149,194,9.58341042147584e-07,5.922181030629288e-06,1.79
3622,3622,Secretion system C-terminal sorting domain,YDG domain,10,1403,157,9.590282964947958e-07,5.924657330930054e-06,2.4
7429,7429,Bacterial DNA polymerase III alpha NTPase domain,UvrD/REP helicase N-terminal domain,6,90,601,9.67597810642201e-07,5.975812404614335e-06,1.95
14460,14460,"MAATS-type transcriptional repressor, C-terminal region",Tetratricopeptide repeat,4,10,1407,9.751020966692005e-07,6.020360123269351e-06,1.61
17886,17886,Flp pilus assembly protein RcpC/CpaB,Plant invertase/pectin methylesterase inhibitor,2,32,8,9.768045675758175e-07,6.023676720478731e-06,1.1
10191,10191,Phage tail fibre repeat,gag-polypeptide of LTR copia-type,2,8,32,9.768045675758175e-07,6.023676720478731e-06,1.1
10196,10196,Head fiber protein,gag-polypeptide of LTR copia-type,2,8,32,9.768045675758175e-07,6.023676720478731e-06,1.1
20501,20501,Family of unknown function (DUF6049),Flp pilus assembly protein RcpC/CpaB,2,8,32,9.768045675758175e-07,6.023676720478731e-06,1.1
12514,12514,ATP-grasp domain,Sulfurtransferase TusA,2,14,18,9.792198127576438e-07,6.031375653377958e-06,1.1
17445,17445,Csd3 N-terminal,Kazal-type serine protease inhibitor domain,2,18,14,9.79219812757644e-07,6.031375653377958e-06,1.1
12519,12519,CoA binding domain,Sulfurtransferase TusA,2,14,18,9.792198127576438e-07,6.031375653377958e-06,1.1
12524,12524,Succinyl-CoA ligase like flavodoxin domain,Sulfurtransferase TusA,2,14,18,9.792198127576438e-07,6.031375653377958e-06,1.1
7369,7369,"Membrane-bound lytic murein transglycosylase C, N-terminal domain",Phage lysozyme,4,186,66,9.80345197980149e-07,6.034857382928769e-06,1.61
9146,9146,SurA-like N-terminal domain,Zincin-like metallopeptidase,5,141,206,9.8036881313816e-07,6.034857382928769e-06,1.79
15883,15883,AMIN domain,N-acetylmuramoyl-L-alanine amidase,6,118,458,9.919824614378754e-07,6.104530165223497e-06,1.95
10720,10720,FG-GAP-like repeat,"Galactose oxidase, central domain",4,225,55,9.990720459369373e-07,6.146329275167525e-06,1.61
2398,2398,Domain of unknown function (DUF4131),K+ potassium transporter,4,158,78,1.0039019706729363e-06,6.172370219329263e-06,1.61
2397,2397,Competence protein,K+ potassium transporter,4,158,78,1.0039019706729363e-06,6.172370219329263e-06,1.61
15166,15166,CopC domain,Fusaric acid resistance protein-like,2,16,16,1.0127517233871546e-06,6.219384432573862e-06,1.1
15168,15168,CopC domain,FUSC-like inner membrane protein yccS,2,16,16,1.0127517233871546e-06,6.219384432573862e-06,1.1
15167,15167,Copper resistance protein D,FUSC-like inner membrane protein yccS,2,16,16,1.0127517233871546e-06,6.219384432573862e-06,1.1
15165,15165,Copper resistance protein D,Fusaric acid resistance protein-like,2,16,16,1.0127517233871546e-06,6.219384432573862e-06,1.1
5204,5204,Putative ATP-dependent DNA helicase recG C-terminal,SIS domain,5,244,120,1.0146157135143287e-06,6.2289813267030215e-06,1.79
17924,17924,DDE_Tnp_1-like zinc-ribbon,MULE transposase domain,2,4,70,1.0193232160632338e-06,6.252312707961876e-06,1.1
17922,17922,MULE transposase domain,Transposase IS4,2,70,4,1.0193232160632338e-06,6.252312707961876e-06,1.1
16656,16656,Insulinase (Peptidase family M16),PT repeat,2,70,4,1.0193232160632338e-06,6.252312707961876e-06,1.1
7636,7636,Copper amine oxidase N-terminal domain,LysM domain,6,138,393,1.0245106865902783e-06,6.27854400314973e-06,1.95
6966,6966,IPT/TIG domain,SusD family,4,65,191,1.0242983783948763e-06,6.27854400314973e-06,1.61
6967,6967,IPT/TIG domain,Starch-binding associating with outer membrane,4,65,191,1.0242983783948763e-06,6.27854400314973e-06,1.61
5672,5672,ABC transporter C-terminal domain,Proton-conducting membrane transporter,2,10,26,1.0285922333305185e-06,6.297957242693258e-06,1.1
8715,8715,Aminomethyltransferase folate-binding domain,Spermine/spermidine synthase domain,2,10,26,1.0285922333305185e-06,6.297957242693258e-06,1.1
8714,8714,Aminomethyltransferase folate-binding domain,Spermidine synthase tetramerisation domain,2,10,26,1.0285922333305185e-06,6.297957242693258e-06,1.1
1534,1534,Cysteine-rich secretory protein family,Listeria-Bacteroides repeat domain (List_Bact_rpt),12,318,1051,1.0316916605492094e-06,6.315064672935466e-06,2.56
721,721,Poxvirus D5 protein-like,STAS-like domain of unknown function (DUF4325),4,279,45,1.0372484708748638e-06,6.347199358472791e-06,1.61
9647,9647,F5/8 type C domain,Ricin-type beta-trefoil lectin domain-like,6,329,165,1.0400078988150569e-06,6.362202166804416e-06,1.95
13407,13407,Ig-like domain CHU_C associated,PKD domain,6,119,458,1.042264883468956e-06,6.374123334956403e-06,1.95
15888,15888,N-acetylmuramoyl-L-alanine amidase,Serpin (serine protease inhibitor),4,458,28,1.0457458637507395e-06,6.393520764273816e-06,1.61
7800,7800,Toprim domain,Zinc-binding domain of primase-helicase,4,353,36,1.0561715759520596e-06,6.4534455307212576e-06,1.61
12460,12460,Cold shock domain,RNB domain,4,137,91,1.05611960529206e-06,6.4534455307212576e-06,1.61
2735,2735,Crp-like helix-turn-helix domain,Response regulator receiver domain,18,185,4193,1.0655822440142185e-06,6.50710102170171e-06,2.94
16760,16760,Endonuclease I,GW (Gly-Tryp) dipeptide domain,2,12,22,1.0722339215291262e-06,6.54192410606602e-06,1.1
2927,2927,"Binding-prot-dependent transport system membrane comp, N-term",Uncharacterised protein conserved in bacteria (DUF2326),2,22,12,1.072233921529126e-06,6.54192410606602e-06,1.1
2928,2928,"Binding-prot-dependent transport system membrane comp, N-term",Cation transport protein,2,22,12,1.072233921529126e-06,6.54192410606602e-06,1.1
17330,17330,Carboxypeptidase regulatory-like domain,Putative metal-binding motif,4,153,82,1.0798720758297637e-06,6.5865825698914526e-06,1.61
16056,16056,Topoisomerase C-terminal repeat,Toprim domain,3,10,353,1.080796439489002e-06,6.590276608467737e-06,1.39
2864,2864,Alpha-L-rhamnosidase N-terminal domain,Cellulose or protein binding domain,6,117,469,1.0822466494111076e-06,6.595229581454014e-06,1.95
2884,2884,Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain,Cellulose or protein binding domain,6,117,469,1.0822466494111076e-06,6.595229581454014e-06,1.95
17014,17014,ATPase family associated with various cellular activities (AAA),GrpE,4,430,30,1.085681314057355e-06,6.612262895659478e-06,1.61
17007,17007,ATPase family associated with various cellular activities (AAA),Hsp70 protein,4,430,30,1.085681314057355e-06,6.612262895659478e-06,1.61
4735,4735,DeoR-like helix-turn-helix domain,TilS substrate C-terminal domain,4,191,66,1.089416347045305e-06,6.633057069451051e-06,1.61
1733,1733,Cyclic nucleotide-binding domain,IrrE N-terminal-like domain,6,201,272,1.0900390903979722e-06,6.63489498738854e-06,1.95
7663,7663,Cache domain,KorB domain,9,809,212,1.0911392265221888e-06,6.639636782460065e-06,2.3
12258,12258,CoA enzyme activase uncharacterised domain (DUF2229),Diphthamide synthase,2,14,19,1.0943702048603855e-06,6.641706112679246e-06,1.1
12252,12252,BadF/BadG/BcrA/BcrD ATPase family,Diphthamide synthase,2,14,19,1.0943702048603855e-06,6.641706112679246e-06,1.1
12253,12253,BadF/BadG/BcrA/BcrD ATPase family,Family of unknown function (DUF6580),2,14,19,1.0943702048603855e-06,6.641706112679246e-06,1.1
91,91,Haemagglutinin repeat,RTX calcium-binding nonapeptide repeat (4 copies),4,34,378,1.0942762707799157e-06,6.641706112679246e-06,1.61
5170,5170,BadF/BadG/BcrA/BcrD ATPase family,tRNA N6-adenosine threonylcarbamoyltransferase,2,14,19,1.0943702048603855e-06,6.641706112679246e-06,1.1
12259,12259,CoA enzyme activase uncharacterised domain (DUF2229),Family of unknown function (DUF6580),2,14,19,1.0943702048603855e-06,6.641706112679246e-06,1.1
5171,5171,CoA enzyme activase uncharacterised domain (DUF2229),tRNA N6-adenosine threonylcarbamoyltransferase,2,14,19,1.0943702048603855e-06,6.641706112679246e-06,1.1
3357,3357,ABC 3 transport family,Branched-chain amino acid transport system / permease component,2,19,14,1.0943702048603855e-06,6.641706112679246e-06,1.1
3361,3361,ABC 3 transport family,OPT oligopeptide transporter protein,2,19,14,1.0943702048603855e-06,6.641706112679246e-06,1.1
8341,8341,Domain of unknown function (DUF4352),Transglycosylase,2,8,34,1.1047607957194846e-06,6.69494108238329e-06,1.1
18532,18532,"Elongation factor G, domain IV",Protein of unknown function (DUF1569),2,34,8,1.1047607957194844e-06,6.69494108238329e-06,1.1
18531,18531,Elongation factor G C-terminus,Protein of unknown function (DUF1569),2,34,8,1.1047607957194844e-06,6.69494108238329e-06,1.1
8340,8340,Protein of unknown function (DUF4064),Transglycosylase,2,8,34,1.1047607957194846e-06,6.69494108238329e-06,1.1
13393,13393,RDD family,SIR2-like domain,2,34,8,1.1047607957194844e-06,6.69494108238329e-06,1.1
12898,12898,ABC transporter C-terminal domain,"Oligopeptide/dipeptide transporter, C-terminal region",2,10,27,1.1108444641849437e-06,6.729836210358066e-06,1.1
2286,2286,Divergent InlB B-repeat domain,S-layer homology domain,21,1034,975,1.113651467110942e-06,6.744865666506428e-06,3.09
9145,9145,PPIC-type PPIASE domain,Zincin-like metallopeptidase,5,145,206,1.1253314370644855e-06,6.813609992439933e-06,1.79
5535,5535,Alkaline phosphatase,Penicillin-binding Protein dimerisation domain,2,4,74,1.1400020197750566e-06,6.900416206934674e-06,1.1
13219,13219,PIF1-like helicase,TrwC relaxase,3,38,88,1.1443631275919142e-06,6.9247867688668455e-06,1.39
13184,13184,Flp pilus assembly protein RcpC/CpaB,SLBB domain,3,32,105,1.1494792312616537e-06,6.953710375891518e-06,1.39
13450,13450,Bacterial TSP3 repeat,Carbohydrate binding domain X2,4,217,59,1.1499208643549058e-06,6.954347385863231e-06,1.61
6747,6747,Pectate lyase,RTX calcium-binding nonapeptide repeat (4 copies),5,80,378,1.1560710841303075e-06,6.989497604258004e-06,1.79
18543,18543,Ribosomal protein S27a,Topoisomerase DNA binding C4 zinc finger,2,8,35,1.1716881899915717e-06,7.081846449709363e-06,1.1
3569,3569,Glycosyl hydrolase family 10,"Membrane-bound lytic murein transglycosylase C, N-terminal domain",4,69,186,1.1728819605664162e-06,7.086990151558092e-06,1.61
7631,7631,D-alanyl-D-alanine carboxypeptidase,LysM domain,7,224,393,1.1742247492302344e-06,7.093031007839193e-06,2.08
18551,18551,Pilin (bacterial filament),Protein phosphatase 2C,3,94,36,1.1829588112338428e-06,7.143703078236615e-06,1.39
446,446,HAMP domain,Recombinase,26,2068,708,1.1879408254844148e-06,7.171694145559487e-06,3.3
10695,10695,Domain of unknown function (DUF927),Winged helix-turn-helix DNA-binding,4,98,131,1.1888041771773718e-06,7.174811433595014e-06,1.61
19208,19208,"Zinc finger, C2H2 type",Zinc-finger of C2H2 type,2,28,10,1.1962561880397337e-06,7.215574445769419e-06,1.1
16076,16076,Domain of unknown function (DUF4429),Short C-terminal domain,2,10,28,1.1962561880397337e-06,7.215574445769419e-06,1.1
7176,7176,BspA type Leucine rich repeat region (6 copies),MBG domain (YGX type),12,1981,173,1.2010508778313813e-06,7.242382327477244e-06,2.56
9944,9944,"Alpha amylase, catalytic domain",NADH:flavin oxidoreductase / NADH oxidase family,2,76,4,1.202870916553874e-06,7.24912909984974e-06,1.1
13434,13434,Homeodomain-like domain,Transposase protein,2,76,4,1.202870916553874e-06,7.24912909984974e-06,1.1
6240,6240,MarR family,Probable RNA and SrmB- binding site of polymerase A,4,115,112,1.2057574202754355e-06,7.264407394823771e-06,1.61
2022,2022,Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain,LysM domain,6,142,393,1.2104103384506828e-06,7.290315924306661e-06,1.95
4628,4628,Domain of unknown function (DUF4430),Glycosyl hydrolase family 53,2,20,14,1.215909187321835e-06,7.319171547672078e-06,1.1
6934,6934,Cation transport ATPase (P-type),Sugar-specific transcriptional regulator TrmB,2,20,14,1.215909187321835e-06,7.319171547672078e-06,1.1
16895,16895,Flagellar basal body protein FlaE,Protein phosphatase 2C,2,8,36,1.2405815842540395e-06,7.459001284565506e-06,1.1
7397,7397,Carbohydrate binding module (family 35),Putative peptidoglycan binding domain,5,88,348,1.2400850954865798e-06,7.459001284565506e-06,1.79
17885,17885,Plant invertase/pectin methylesterase inhibitor,SAF domain,2,8,36,1.2405815842540395e-06,7.459001284565506e-06,1.1
20499,20499,Family of unknown function (DUF6049),SAF domain,2,8,36,1.2405815842540395e-06,7.459001284565506e-06,1.1
3921,3921,Response regulator receiver domain,"Sigma-54 factor, core binding domain",11,4193,70,1.2482362856924e-06,7.498483927734386e-06,2.48
3920,3920,Response regulator receiver domain,"Sigma-54 factor, Activator interacting domain (AID)",11,4193,70,1.2482362856924e-06,7.498483927734386e-06,2.48
3919,3919,Response regulator receiver domain,"Sigma-54, DNA binding domain",11,4193,70,1.2482362856924e-06,7.498483927734386e-06,2.48
6059,6059,Collagen binding domain,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",4,114,114,1.2497372488751414e-06,7.498786156410708e-06,1.61
3444,3444,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus,RNA 2'-O ribose methyltransferase substrate binding,3,66,52,1.249511558071962e-06,7.498786156410708e-06,1.39
3446,3446,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus,RNA 2'-O ribose methyltransferase substrate binding,3,66,52,1.249511558071962e-06,7.498786156410708e-06,1.39
3457,3457,Calx-beta domain,"Mycoplasma protein of unknown function, DUF285",12,413,823,1.253350618335032e-06,7.516105201657035e-06,2.56
14360,14360,Cytidylyltransferase-like,Domain of unknown function (DUF1887),4,58,226,1.2609403208422678e-06,7.55942679444928e-06,1.61
1919,1919,Choline-binding repeat,Concanavalin A-like lectin/glucanases superfamily,19,1581,538,1.2635504695737978e-06,7.572879147645629e-06,3.0
4653,4653,BspA type Leucine rich repeat region (6 copies),Glycosyl hydrolases family 16,8,1981,67,1.265351971689843e-06,7.581478620292925e-06,2.2
13168,13168,HEAT repeats,Radial spoke protein 3,2,24,12,1.281009329055629e-06,7.657539721562081e-06,1.1
1076,1076,Male sterility protein,"PTS system, Lactose/Cellobiose specific IIB subunit",2,24,12,1.281009329055629e-06,7.657539721562081e-06,1.1
11567,11567,Rubrerythrin,ThiS family,2,12,24,1.2810093290556288e-06,7.657539721562081e-06,1.1
10849,10849,Male sterility protein,Predicted SPOUT methyltransferase,2,24,12,1.281009329055629e-06,7.657539721562081e-06,1.1
13173,13173,Double-stranded DNA-binding domain,HEAT repeats,2,12,24,1.2810093290556288e-06,7.657539721562081e-06,1.1
10853,10853,Male sterility protein,Uncharacterised protein family (UPF0160),2,24,12,1.281009329055629e-06,7.657539721562081e-06,1.1
5338,5338,"Bacterial regulatory helix-turn-helix protein, lysR family",KOW motif,5,589,53,1.279364405737076e-06,7.657539721562081e-06,1.79
5337,5337,KOW motif,LysR substrate binding domain,5,53,589,1.279364405737076e-06,7.657539721562081e-06,1.79
19540,19540,Glycogen debranching enzyme N terminal,HipA-like C-terminal domain,4,38,351,1.2897854672063809e-06,7.701095612309077e-06,1.61
19539,19539,Glycogen debranching enzyme N terminal,HipA N-terminal domain,4,38,351,1.2897854672063809e-06,7.701095612309077e-06,1.61
19538,19538,"Amylo-alpha-1,6-glucosidase",HipA-like C-terminal domain,4,38,351,1.2897854672063809e-06,7.701095612309077e-06,1.61
19537,19537,"Amylo-alpha-1,6-glucosidase",HipA N-terminal domain,4,38,351,1.2897854672063809e-06,7.701095612309077e-06,1.61
13603,13603,Respiratory nitrate reductase beta C-terminal,Type ISP C-terminal specificity domain,2,16,18,1.2911154658349673e-06,7.704587153555447e-06,1.1
11533,11533,Domain of unknown function (DUF4880),STK_08120-like,2,18,16,1.2911154658349677e-06,7.704587153555447e-06,1.1
11066,11066,ATP dependent DNA ligase domain,"DNA gyrase/topoisomerase IV, subunit A",2,50,6,1.292333787959494e-06,7.70740863387322e-06,1.1
11063,11063,ATP dependent DNA ligase domain,"Microbial-type PARG, catalytic domain",2,50,6,1.292333787959494e-06,7.70740863387322e-06,1.1
642,642,Caspase domain,Putative cell wall binding repeat,7,66,1390,1.3018150589940035e-06,7.761715679013555e-06,2.08
6459,6459,EGF-like domain,Prealbumin-like fold domain,4,20,694,1.3095003668327754e-06,7.80303720028856e-06,1.61
6458,6458,Human growth factor-like EGF,Prealbumin-like fold domain,4,20,694,1.3095003668327754e-06,7.80303720028856e-06,1.61
8603,8603,CRISPR-associated protein (Cas_Csm6),Phospholipase D Active site motif,2,37,8,1.3114408384211634e-06,7.809944305528863e-06,1.1
9479,9479,Cellulose or protein binding domain,WD40-like Beta Propeller Repeat,10,469,481,1.3117926475359938e-06,7.809944305528863e-06,2.4
12427,12427,Domain of unknown function (DUF333),Domain of unknown function (DUF6359),2,8,37,1.3114408384211636e-06,7.809944305528863e-06,1.1
4862,4862,AraC-like ligand binding domain,Response regulator receiver domain,19,207,4193,1.3128782361642969e-06,7.814157538620946e-06,3.0
