,Label1,Label2,Count
8331,MucBP domain,"Mycoplasma protein of unknown function, DUF285",2
8332,Choline-binding repeat,"Mycoplasma protein of unknown function, DUF285",4
8333,"Mycoplasma protein of unknown function, DUF285",Pectinesterase,4
8334,KxYKxGKxW signal peptide,"Mycoplasma protein of unknown function, DUF285",4
8335,"Mycoplasma protein of unknown function, DUF285",Putative cell wall binding repeat,4
8336,Cohesin domain,Listeria-Bacteroides repeat domain (List_Bact_rpt),1
8337,Listeria-Bacteroides repeat domain (List_Bact_rpt),Prokaryotic N-terminal methylation motif,6
8338,Bacterial Ig-like domain (group 1),Listeria-Bacteroides repeat domain (List_Bact_rpt),4
8339,Listeria-Bacteroides repeat domain (List_Bact_rpt),Pectinesterase,3
8340,Protein of unknown function (DUF4064),Transglycosylase,2
8341,Domain of unknown function (DUF4352),Transglycosylase,2
8342,Penicillin binding protein transpeptidase domain,Protein of unknown function (DUF4064),2
8343,Domain of unknown function (DUF4352),Penicillin binding protein transpeptidase domain,2
8344,HTH domain,HTH domain,12
8345,HTH domain,WYL domain,30
8346,HTH domain,ThiS family,6
8347,HTH domain,MarR family,6
8348,HTH domain,MutL C terminal dimerisation domain,2
8349,"DNA mismatch repair protein, C-terminal domain",HTH domain,2
8350,Cyclic nucleotide-binding domain,HTH domain,2
8351,Crp-like helix-turn-helix domain,HTH domain,2
8352,WYL domain,WYL domain,19
8353,ThiS family,WYL domain,8
8354,MarR family,WYL domain,8
8355,MutL C terminal dimerisation domain,WYL domain,2
8356,"DNA mismatch repair protein, C-terminal domain",WYL domain,2
8357,Cyclic nucleotide-binding domain,WYL domain,4
8358,Crp-like helix-turn-helix domain,WYL domain,4
8359,DeoR-like helix-turn-helix domain,WYL domain,6
8360,Putative threonine/serine exporter,"phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1",2
8361,"Phosphotransferase system, EIIC",Putative threonine/serine exporter,2
8362,Putative threonine/serine exporter,"phosphotransferase system, EIIB",2
8363,Putative threonine/serine exporter,Type IV leader peptidase family,2
8364,Bacterial Peptidase A24 N-terminal domain,Putative threonine/serine exporter,2
8365,"Threonine/Serine exporter, ThrE","phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1",2
8366,"Phosphotransferase system, EIIC","Threonine/Serine exporter, ThrE",2
8367,"Threonine/Serine exporter, ThrE","phosphotransferase system, EIIB",2
8368,"Threonine/Serine exporter, ThrE",Type IV leader peptidase family,2
8369,Bacterial Peptidase A24 N-terminal domain,"Threonine/Serine exporter, ThrE",2
8370,LPXTG cell wall anchor motif,"Peptide-N-glycosidase F, C terminal",4
8371,Bacterial TSP3 repeat,LPXTG cell wall anchor motif,4
8372,Cna protein B-type domain,"Peptide-N-glycosidase F, C terminal",2
8373,Bacterial TSP3 repeat,Cna protein B-type domain,2
8374,AMP-binding enzyme,AMP-binding enzyme C-terminal domain,8
8375,AMP-binding enzyme,AMP-binding enzyme,6
8376,AMP-binding enzyme C-terminal domain,Phosphopantetheine attachment site,8
8377,AMP-binding enzyme,Phosphopantetheine attachment site,8
8378,Acyltransferase,DHHA1 domain,1
8379,Acyltransferase,DHH family,1
8380,AMP-binding enzyme C-terminal domain,Acyltransferase,4
8381,AMP-binding enzyme,Acyltransferase,4
8382,HAD-hyrolase-like,Transposase IS200 like,2
8383,CRISPR-associated protein NE0113 (Cas_NE0113),HAD-hyrolase-like,2
8384,Adenosine deaminase,HAD-hyrolase-like,2
8385,HAD-hyrolase-like,YegS C-terminal NAD kinase beta sandwich-like domain,2
8386,Diacylglycerol kinase catalytic domain,HAD-hyrolase-like,2
8387,Haloacid dehalogenase-like hydrolase,Transposase IS200 like,2
8388,CRISPR-associated protein NE0113 (Cas_NE0113),Haloacid dehalogenase-like hydrolase,2
8389,Adenosine deaminase,Haloacid dehalogenase-like hydrolase,2
8390,Haloacid dehalogenase-like hydrolase,YegS C-terminal NAD kinase beta sandwich-like domain,2
8391,Diacylglycerol kinase catalytic domain,Haloacid dehalogenase-like hydrolase,2
8392,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Radial spoke protein 3,2
8393,Double-stranded DNA-binding domain,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",2
8394,Ankyrin repeat,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",2
8395,Ankyrin repeats (many copies),"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",2
8396,HEAT repeats,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",2
8397,HEAT repeat,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",1
8398,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",PBS lyase HEAT-like repeat,2
8399,Histidine kinase,Radial spoke protein 3,2
8400,Double-stranded DNA-binding domain,Histidine kinase,2
8401,Ankyrin repeat,Histidine kinase,2
8402,Ankyrin repeats (many copies),Histidine kinase,2
8403,HEAT repeats,Histidine kinase,1
8404,HEAT repeat,Histidine kinase,1
8405,Histidine kinase,PBS lyase HEAT-like repeat,1
8406,AAA domain (Cdc48 subfamily),FhuF 2Fe-2S C-terminal domain,3
8407,AAA domain (Cdc48 subfamily),Ferric iron reductase FhuF-like transporter,3
8408,AAA domain (Cdc48 subfamily),FKBP-type peptidyl-prolyl cis-trans isomerase,2
8409,AAA domain (Cdc48 subfamily),Bacterial trigger factor protein (TF) C-terminus,3
8410,AAA domain (Cdc48 subfamily),Bacterial trigger factor protein (TF),3
8411,"C-terminal, D2-small domain, of ClpB protein",FhuF 2Fe-2S C-terminal domain,3
8412,"C-terminal, D2-small domain, of ClpB protein",Ferric iron reductase FhuF-like transporter,3
8413,"C-terminal, D2-small domain, of ClpB protein",FKBP-type peptidyl-prolyl cis-trans isomerase,2
8414,Bacterial trigger factor protein (TF) C-terminus,"C-terminal, D2-small domain, of ClpB protein",3
8415,Bacterial trigger factor protein (TF),"C-terminal, D2-small domain, of ClpB protein",3
8416,Alpha-L-rhamnosidase N-terminal domain,"CAAX prenyl protease N-terminal, five membrane helices",1
8417,Alpha-L-rhamnosidase N-terminal domain,Peptidase family M48,1
8418,Alpha-L-rhamnosidase N-terminal domain,Competence protein,2
8419,Alpha-L-rhamnosidase N-terminal domain,Domain of unknown function (DUF4131),2
8420,Alpha-L-rhamnosidase N-terminal domain,Antitoxin Xre-like helix-turn-helix domain,2
8421,Alpha-L-rhamnosidase N-terminal domain,Antitoxin Xre/MbcA/ParS C-terminal toxin-binding domain,2
8422,"CAAX prenyl protease N-terminal, five membrane helices",K+ potassium transporter,1
8423,K+ potassium transporter,Peptidase family M48,1
8424,"Phage integrase, N-terminal SAM-like domain",Transcription termination factor nusG,1
8425,KOW motif,"Phage integrase, N-terminal SAM-like domain",1
8426,Arm DNA-binding domain,Transcription termination factor nusG,1
8427,Arm DNA-binding domain,KOW motif,1
8428,Domain of unknown function (DUF3472),N-acetylmuramoyl-L-alanine amidase,2
8429,Domain of unknown function (DUF5077),N-acetylmuramoyl-L-alanine amidase,2
8430,N-acetylmuramoyl-L-alanine amidase,OmpA family,2
8431,N-acetylmuramoyl-L-alanine amidase,Outer membrane protein beta-barrel domain,2
8432,"Diguanylate cyclase, GGDEF domain",N-acetylmuramoyl-L-alanine amidase,2
8433,Caspase domain,N-acetylmuramoyl-L-alanine amidase,3
8434,N-acetylmuramoyl-L-alanine amidase,"WD domain, G-beta repeat",10
8435,N-acetylmuramoyl-L-alanine amidase,Secretion system C-terminal sorting domain,8
8436,Cell Wall Hydrolase,N-acetylmuramoyl-L-alanine amidase,4
8437,Bacterial Ig domain,N-acetylmuramoyl-L-alanine amidase,2
8438,N-acetylmuramoyl-L-alanine amidase,ell wall binding domain 2 (CWB2),2
8439,N-acetylmuramoyl-L-alanine amidase,Ricin-type beta-trefoil lectin domain-like,2
8440,N-acetylmuramoyl-L-alanine amidase,PA14 domain,2
8441,N-acetylmuramoyl-L-alanine amidase,Polysaccharide deacetylase,4
8442,Histidine kinase,N-acetylmuramoyl-L-alanine amidase,2
8443,Ribonuclease J C-terminal domain,Zn-dependent metallo-hydrolase RNA specificity domain,2
8444,Metallo-beta-lactamase superfamily,Ribonuclease J C-terminal domain,2
8445,Beta-Casp domain,Ribonuclease J C-terminal domain,2
8446,HipA N-terminal domain,Ribonuclease J C-terminal domain,2
8447,HipA-like C-terminal domain,Ribonuclease J C-terminal domain,2
8448,Family of unknown function (DUF6290),Zn-dependent metallo-hydrolase RNA specificity domain,2
8449,Family of unknown function (DUF6290),Metallo-beta-lactamase superfamily,2
8450,Beta-Casp domain,Family of unknown function (DUF6290),2
8451,Family of unknown function (DUF6290),HipA N-terminal domain,2
8452,Family of unknown function (DUF6290),HipA-like C-terminal domain,2
8453,Zn-dependent metallo-hydrolase RNA specificity domain,Zn-dependent metallo-hydrolase RNA specificity domain,2
8454,Metallo-beta-lactamase superfamily,Zn-dependent metallo-hydrolase RNA specificity domain,2
8455,Beta-Casp domain,Zn-dependent metallo-hydrolase RNA specificity domain,2
8456,HipA N-terminal domain,Zn-dependent metallo-hydrolase RNA specificity domain,3
8457,HipA-like C-terminal domain,Zn-dependent metallo-hydrolase RNA specificity domain,3
8458,Beta-lactamase superfamily domain,Zn-dependent metallo-hydrolase RNA specificity domain,2
8459,Beta-lactamase superfamily domain,Metallo-beta-lactamase superfamily,2
8460,Beta-Casp domain,Beta-lactamase superfamily domain,2
8461,Beta-lactamase superfamily domain,HipA N-terminal domain,2
8462,Beta-lactamase superfamily domain,HipA-like C-terminal domain,2
8463,Domain of unknown function (DUF1287),NlpC/P60 family,2
8464,Bacterial dipeptidyl-peptidase Sh3 domain,Domain of unknown function (DUF1287),2
8465,AMIN domain,Domain of unknown function (DUF1287),4
8466,Domain of unknown function (DUF1287),N-acetylmuramoyl-L-alanine amidase,4
8467,Domain of unknown function (DUF1287),LysM domain,2
8468,Domain of unknown function (DUF1287),Serpin (serine protease inhibitor),2
8469,Cellulose or protein binding domain,Domain of unknown function (DUF1287),2
8470,NlpC/P60 family,SpoU rRNA Methylase family,2
8471,Bacterial dipeptidyl-peptidase Sh3 domain,SpoU rRNA Methylase family,2
8472,AMIN domain,SpoU rRNA Methylase family,4
8473,N-acetylmuramoyl-L-alanine amidase,SpoU rRNA Methylase family,4
8474,LysM domain,SpoU rRNA Methylase family,2
8475,Serpin (serine protease inhibitor),SpoU rRNA Methylase family,2
8476,Cellulose or protein binding domain,SpoU rRNA Methylase family,2
8477,LysR substrate binding domain,Novel STAND NTPase 3,1
8478,"Bacterial regulatory helix-turn-helix protein, lysR family",Novel STAND NTPase 3,1
8479,Novel STAND NTPase 3,Reverse transcriptase (RNA-dependent DNA polymerase),1
8480,CRISPR associated protein Cas1,Novel STAND NTPase 3,1
8481,LysR substrate binding domain,Restriction endonuclease,1
8482,"Bacterial regulatory helix-turn-helix protein, lysR family",Restriction endonuclease,1
8483,Restriction endonuclease,Reverse transcriptase (RNA-dependent DNA polymerase),1
8484,CRISPR associated protein Cas1,Restriction endonuclease,1
8485,CHASE3 domain,Response regulator receiver domain,4
8486,CHASE3 domain,His Kinase A (phospho-acceptor) domain,7
8487,Protoglobin,"Transcriptional regulatory protein, C terminal",2
8488,CHASE3 domain,"Transcriptional regulatory protein, C terminal",2
8489,Domain of unknown function (DUF4118),"Transcriptional regulatory protein, C terminal",2
8490,RuvC nuclease domain,"Transcriptional regulatory protein, C terminal",2
8491,Putative transposase DNA-binding domain,"Transcriptional regulatory protein, C terminal",2
8492,CRISPR-associated endoribonuclease Cas6,Domain of unknown function (DUF4143),8
8493,D-alanyl-D-alanine carboxypeptidase,Metallo-beta-lactamase superfamily,2
8494,Metallo-beta-lactamase superfamily,"Penicillin-binding protein 5, C-terminal domain",2
8495,Helix-turn-helix,Metallo-beta-lactamase superfamily,2
8496,Glycosyl hydrolases family 18,Metallo-beta-lactamase superfamily,2
8497,"Initiator Rep protein, WH2",Metallo-beta-lactamase superfamily,5
8498,"Initiator Replication protein, WH1",Metallo-beta-lactamase superfamily,5
8499,D-alanyl-D-alanine carboxypeptidase,TM2 domain,2
8500,"Penicillin-binding protein 5, C-terminal domain",TM2 domain,2
8501,Helix-turn-helix,TM2 domain,2
8502,Glycosyl hydrolases family 18,TM2 domain,2
8503,"Initiator Rep protein, WH2",TM2 domain,2
8504,"Initiator Replication protein, WH1",TM2 domain,2
8505,Histidine kinase,Response regulator receiver domain,32
8506,Adenylate and Guanylate cyclase catalytic domain,"Transcriptional regulatory protein, C terminal",4
8507,Helix-turn-helix domain,"Transcriptional regulatory protein, C terminal",2
8508,CHASE domain,"Transcriptional regulatory protein, C terminal",1
8509,"Sigma-54, DNA binding domain","Transcriptional regulatory protein, C terminal",2
8510,"Sigma-54 factor, Activator interacting domain (AID)","Transcriptional regulatory protein, C terminal",2
8511,"Sigma-54 factor, core binding domain","Transcriptional regulatory protein, C terminal",2
8512,Histidine kinase,"Transcriptional regulatory protein, C terminal",4
8513,Histidine kinase,Putative 2OG-Fe(II) oxygenase,2
8514,Histidine kinase,Protein kinase domain,11
8515,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Putative 2OG-Fe(II) oxygenase,2
8516,Domain of unknown function DUF11,"Peptide-N-glycosidase F, C terminal",4
8517,Bacterial TSP3 repeat,Domain of unknown function DUF11,6
8518,Domain of unknown function DUF11,Domain of unknown function DUF11,2
8519,Domain of unknown function DUF11,RHS Repeat,1
8520,"Peptide-N-glycosidase F, C terminal",SdrD B-like domain,2
8521,Bacterial TSP3 repeat,SdrD B-like domain,2
8522,"Mycoplasma protein of unknown function, DUF285",SdrD B-like domain,4
8523,Domain of unknown function DUF11,SdrD B-like domain,2
8524,RHS Repeat,SdrD B-like domain,2
8525,Dockerin type I domain,FIVAR domain,2
8526,FIVAR domain,Starch-binding module 26,2
8527,Listeria-Bacteroides repeat domain (List_Bact_rpt),Starch-binding module 26,5
8528,Passenger-associated-transport-repeat,Starch-binding module 26,1
8529,Starch-binding module 26,Subtilase family,1
8530,Bacterial transferase hexapeptide (six repeats),Bacterial transferase hexapeptide (six repeats),6
8531,"Acyl-CoA dehydrogenase, N-terminal domain",Bacterial transferase hexapeptide (six repeats),4
8532,Collagen triple helix repeat (20 copies),S-layer homology domain,6
8533,S-layer homology domain,S-layer homology domain,13
8534,Bacterial Ig-like domain,Domain of unknown function (DUF5979),3
8535,Domain of unknown function (DUF5979),PKD domain,2
8536,MatE,Methyl-accepting chemotaxis protein (MCP) signalling domain,3
8537,Ammonium Transporter Family,MatE,3
8538,Methyl-accepting chemotaxis protein (MCP) signalling domain,Serine dehydratase alpha chain,2
8539,Ammonium Transporter Family,Serine dehydratase alpha chain,2
8540,Polysaccharide biosynthesis protein,Serine dehydratase alpha chain,2
8541,FecR protein,zinc-ribbon domain,2
8542,Family of unknown function (DUF6600),zinc-ribbon domain,2
8543,FecR protein,SPOR domain,2
8544,Family of unknown function (DUF6600),SPOR domain,2
8545,D5 N terminal like,Winged helix-turn-helix DNA-binding,8
8546,Putative carbohydrate metabolism domain,Putative cell wall binding repeat,6
8547,Calycin-like beta-barrel domain,Putative cell wall binding repeat,6
8548,Domain of unknown function (DUF5018),Putative cell wall binding repeat,6
8549,"Linear amide C-N hydrolases, choloylglycine hydrolase family",Putative cell wall binding repeat,6
8550,"Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin",Putative cell wall binding repeat,6
8551,Putative cell wall binding repeat,Reelin subrepeat B,4
8552,Putative cell wall binding repeat,von Willebrand factor type A domain,4
8553,"Immune inhibitor A-like, MAM domain",Putative cell wall binding repeat,4
8554,Choline-binding repeat,Putative carbohydrate metabolism domain,4
8555,Calycin-like beta-barrel domain,Choline-binding repeat,4
8556,Choline-binding repeat,Domain of unknown function (DUF5018),4
8557,Choline-binding repeat,"Linear amide C-N hydrolases, choloylglycine hydrolase family",4
8558,"Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin",Choline-binding repeat,4
8559,Choline-binding repeat,Reelin subrepeat B,2
8560,Choline-binding repeat,von Willebrand factor type A domain,2
8561,Choline-binding repeat,"Immune inhibitor A-like, MAM domain",2
8562,Methyltransferase small domain N-terminal,N-terminal domain of 16S rRNA methyltransferase RsmF,2
8563,Methyltransferase small domain,N-terminal domain of 16S rRNA methyltransferase RsmF,2
8564,"Alanine dehydrogenase/PNT, C-terminal domain",N-terminal domain of 16S rRNA methyltransferase RsmF,2
8565,"Alanine dehydrogenase/PNT, N-terminal domain",N-terminal domain of 16S rRNA methyltransferase RsmF,2
8566,16S rRNA methyltransferase RsmB/F,Methyltransferase small domain N-terminal,2
8567,16S rRNA methyltransferase RsmB/F,Methyltransferase small domain,2
8568,16S rRNA methyltransferase RsmB/F,"Alanine dehydrogenase/PNT, C-terminal domain",2
8569,16S rRNA methyltransferase RsmB/F,"Alanine dehydrogenase/PNT, N-terminal domain",2
8570,Methyltransferase small domain N-terminal,RNA-binding PUA-like domain of methyltransferase RsmF,2
8571,Methyltransferase small domain,RNA-binding PUA-like domain of methyltransferase RsmF,2
8572,"Alanine dehydrogenase/PNT, C-terminal domain",RNA-binding PUA-like domain of methyltransferase RsmF,2
